city,local,total_price,unit_price,layout,area,floor,time
北京,朝阳,482.0,63749,2室1厅,75.61,14.0,2021-01-24
上海,闵行,640.0,48975,3室2厅,130.68,16.0,2021-02-23
北京,房山,209.0,35079,1室1厅,59.58,11.0,2021-03-26
南京,建邺,270.0,32336,3室1厅,83.5,26.0,2021-03-29
上海,杨浦,760.0,86071,3室1厅,88.3,6.0,2021-03-04
北京,朝阳,690.0,55646,2室2厅,124.0,30.0,2020-08-14
上海,浦东,282.0,34997,2室2厅,80.58,11.0,2021-03-22
上海,浦东,420.0,88908,1室1厅,47.24,18.0,2021-03-20
南京,秦淮,330.0,35393,3室2厅,93.24,6.0,2021-04-01
北京,石景山,205.0,58124,1室1厅,35.27,6.0,2021-03-20
北京,通州,433.0,46470,2室1厅,93.18,16.0,2021-03-14
上海,奉贤,353.5,26081,4室2厅,135.54,6.0,2020-04-22
南京,建邺,249.0,41124,2室1厅,60.55,7.0,2021-03-19
北京,海淀,760.0,92910,3室1厅,81.8,16.0,2021-03-31
南京,雨花台,300.0,33219,2室2厅,90.31,18.0,2021-03-14
苏州,昆山,196.0,22411,3室2厅,87.46,34.0,2021-03-13
南京,鼓楼,290.0,50497,2室1厅,57.43,7.0,2020-12-27
南京,鼓楼,680.0,74932,2室2厅,90.75,18.0,2020-08-28
南京,秦淮,138.0,37268,2室1厅,37.03,7.0,2021-02-23
南京,秦淮,180.0,35357,2室1厅,50.91,6.0,2020-12-19
北京,海淀,1780.0,154006,2室1厅,115.58,16.0,2021-03-13
苏州,姑苏,178.0,18084,3室2厅,98.43,5.0,2020-09-21
上海,宝山,610.0,65074,2室2厅,93.74,11.0,2021-03-06
北京,海淀,500.0,59967,1室1厅,83.38,26.0,2021-03-26
苏州,吴中,260.0,20000,4室2厅,130.0,5.0,2021-03-30
北京,顺义,240.0,38555,2室1厅,62.25,6.0,2021-03-11
南京,江宁,266.0,29377,2室2厅,90.55,6.0,2020-11-17
南京,玄武,148.0,52858,1室1厅,28.0,32.0,2021-01-09
成都,青羊,268.0,28155,4室2厅,95.19,20.0,2021-01-17
上海,徐汇,530.0,93640,2室1厅,56.6,6.0,2021-02-20
北京,朝阳,540.0,69867,2室1厅,77.29,24.0,2021-03-17
北京,海淀,730.0,130079,1室1厅,56.12,16.0,2021-03-26
上海,普陀,380.0,73816,2室1厅,51.48,6.0,2021-03-16
南京,秦淮,265.0,46095,3室1厅,57.49,6.0,2020-09-05
南京,浦口,260.0,23382,3室1厅,111.2,18.0,2021-02-19
南京,鼓楼,500.0,87063,2室1厅,57.43,29.0,2021-01-12
南京,浦口,185.0,20701,2室2厅,89.37,28.0,2021-03-17
成都,郫都,97.0,10737,4室2厅,90.35,25.0,2020-04-13
北京,东城,1128.0,131469,3室1厅,85.8,6.0,2020-11-17
北京,东城,1799.0,112529,3室2厅,159.87,6.0,2021-02-21
南京,江宁,278.0,34436,3室2厅,80.73,11.0,2021-01-25
北京,朝阳,650.0,108733,2室1厅,59.78,6.0,2021-03-09
南京,秦淮,428.0,58607,2室1厅,73.03,30.0,2021-03-30
北京,朝阳,990.0,73290,2室2厅,135.08,6.0,2021-03-19
南京,江宁,290.0,24077,3室2厅,120.45,6.0,2017-07-21
南京,建邺,220.0,25106,3室1厅,87.63,33.0,2021-03-27
南京,浦口,213.0,18706,3室2厅,113.87,33.0,2021-02-06
成都,双流,165.0,14297,3室2厅,115.41,18.0,2020-08-23
南京,江宁,256.0,29395,3室1厅,87.09,10.0,2021-03-13
北京,朝阳,499.0,73307,2室1厅,68.07,14.0,2021-03-11
南京,浦口,245.0,24861,3室2厅,98.55,16.0,2019-09-14
上海,静安,538.0,74289,2室1厅,72.42,6.0,2021-03-03
南京,江宁,235.0,27435,3室2厅,85.66,18.0,2021-03-14
南京,鼓楼,193.0,32712,2室1厅,59.0,6.0,2020-07-05
北京,大兴,325.0,41523,2室1厅,78.27,21.0,2021-03-18
北京,房山,383.0,41996,2室1厅,91.2,16.0,2021-03-07
南京,雨花台,330.0,39693,2室1厅,83.14,18.0,2021-03-31
北京,昌平,328.0,48956,1室1厅,67.0,6.0,2021-01-11
北京,海淀,478.0,102796,1室1厅,46.5,16.0,2021-02-18
北京,丰台,435.0,60645,2室1厅,71.73,21.0,2021-03-29
北京,通州,385.0,37002,3室1厅,104.05,8.0,2021-03-10
北京,海淀,855.0,126648,3室1厅,67.51,16.0,2021-02-18
南京,建邺,183.0,27200,2室1厅,67.28,34.0,2021-02-22
北京,东城,570.0,131945,1室1厅,43.2,6.0,2021-03-25
北京,昌平,319.0,29925,3室2厅,106.6,5.0,2021-03-28
南京,江宁,252.0,28569,2室2厅,88.21,25.0,2021-01-24
北京,大兴,235.0,40323,2室1厅,58.28,6.0,2021-02-22
北京,丰台,528.0,74756,3室1厅,70.63,6.0,2021-02-23
北京,朝阳,233.0,34991,2室1厅,66.59,6.0,2021-01-07
南京,江宁,160.0,29630,2室1厅,54.0,26.0,2020-09-23
南京,鼓楼,93.0,42957,1室1厅,21.65,4.0,2021-02-25
北京,东城,820.0,125325,2室1厅,65.43,6.0,2021-03-06
苏州,吴中,372.0,31000,4室2厅,120.0,5.0,2021-03-31
南京,鼓楼,262.0,35420,3室1厅,73.97,7.0,2021-03-11
成都,成华,285.0,26564,3室1厅,107.29,45.0,2021-03-07
南京,雨花台,147.0,21618,2室1厅,68.0,34.0,2021-03-30
南京,江宁,469.0,31756,3室2厅,147.69,11.0,2021-01-16
南京,江宁,132.0,20723,2室1厅,63.7,10.0,2021-02-27
北京,昌平,470.0,36204,3室1厅,129.82,7.0,2020-11-04
南京,雨花台,300.0,45656,2室1厅,65.71,6.0,2021-03-09
南京,雨花台,244.8,24718,3室1厅,99.04,33.0,2021-03-25
北京,顺义,498.0,44291,3室2厅,112.44,18.0,2021-02-24
上海,闵行,470.0,70234,2室1厅,66.92,6.0,2021-03-24
苏州,姑苏,390.0,43334,2室2厅,90.0,4.0,2020-09-22
南京,浦口,250.0,28507,3室2厅,87.7,18.0,2020-12-13
苏州,相城,218.0,25648,2室1厅,85.0,18.0,2021-03-24
上海,长宁,458.0,119990,1室1厅,38.17,5.0,2021-03-22
苏州,工业园区,723.0,47255,4室2厅,153.0,19.0,2020-07-04
成都,成华,79.0,10398,2室1厅,75.98,5.0,2019-06-05
北京,昌平,405.0,45722,2室1厅,88.58,6.0,2021-03-21
成都,温江,58.0,6835,3室1厅,84.86,5.0,2021-03-18
南京,浦口,219.5,29531,2室2厅,74.33,12.0,2021-02-21
南京,溧水,117.0,13605,3室1厅,86.0,18.0,2021-03-04
成都,天府新区,138.0,21163,2室1厅,65.21,33.0,2021-03-31
北京,石景山,685.0,65469,2室2厅,104.63,24.0,2021-03-17
南京,玄武,205.0,41215,2室1厅,49.74,7.0,2020-08-10
南京,江宁,261.0,28628,3室2厅,91.17,18.0,2020-06-08
苏州,高新,398.0,27061,3室2厅,147.08,14.0,2020-10-29
成都,龙泉驿,66.0,10527,2室1厅,62.7,18.0,2021-03-29
南京,栖霞,328.0,36579,3室2厅,89.67,27.0,2021-02-02
苏州,工业园区,480.0,33882,3室2厅,141.67,32.0,2020-08-01
苏州,相城,245.0,28052,2室1厅,87.34,17.0,2021-04-02
北京,昌平,230.0,61580,1室1厅,37.35,6.0,2021-03-12
苏州,昆山,171.0,19575,3室2厅,87.36,34.0,2021-03-15
北京,西城,1260.0,141098,3室1厅,89.3,20.0,2021-01-12
北京,西城,880.0,125482,2室1厅,70.13,6.0,2021-02-18
苏州,昆山,181.0,20904,3室1厅,86.59,34.0,2021-03-15
南京,栖霞,245.0,27302,3室2厅,89.74,34.0,2021-03-24
北京,海淀,895.0,67706,2室1厅,132.19,28.0,2021-02-25
苏州,昆山,217.5,23719,3室2厅,91.7,33.0,2021-03-23
上海,浦东,418.0,81561,2室1厅,51.25,6.0,2021-01-27
北京,朝阳,312.0,52945,1室1厅,58.93,22.0,2021-03-13
苏州,高新,319.89,23596,4室2厅,135.57,11.0,2021-01-19
成都,成华,142.0,21516,3室1厅,66.0,41.0,2021-03-29
苏州,昆山,170.0,25665,2室1厅,66.24,34.0,2021-03-28
成都,武侯,389.0,28991,4室1厅,134.18,32.0,2021-03-31
苏州,张家港,118.0,8614,3室2厅,137.0,5.0,2021-03-25
苏州,工业园区,1040.0,53797,4室2厅,193.32,25.0,2021-02-24
苏州,昆山,180.0,17476,3室2厅,103.0,6.0,2021-03-22
上海,闵行,340.0,54883,2室1厅,61.95,6.0,2021-03-31
南京,栖霞,326.0,36766,3室2厅,88.67,27.0,2021-03-05
北京,朝阳,263.0,44539,2室1厅,59.05,5.0,2020-12-04
苏州,工业园区,408.0,45618,2室2厅,89.44,16.0,2019-07-20
南京,栖霞,292.0,33930,2室2厅,86.06,11.0,2021-03-01
苏州,姑苏,170.0,37778,3室1厅,45.0,1.0,2020-11-25
南京,玄武,232.0,34773,2室1厅,66.72,6.0,2020-12-05
苏州,工业园区,820.0,53348,3室2厅,153.71,24.0,2020-09-25
北京,石景山,420.0,58709,2室1厅,71.54,20.0,2021-03-17
苏州,昆山,258.0,13946,5室2厅,185.0,6.0,2021-03-09
北京,朝阳,316.0,70741,1室1厅,44.67,14.0,2020-09-21
南京,玄武,315.0,49905,2室1厅,63.12,6.0,2020-08-16
苏州,吴中,197.0,21921,2室2厅,89.87,17.0,2021-03-04
北京,朝阳,850.0,100485,2室1厅,84.59,16.0,2021-04-02
上海,宝山,325.0,56660,2室1厅,57.36,6.0,2021-03-25
成都,成华,88.0,12881,3室1厅,68.32,6.0,2021-02-27
上海,松江,204.0,36964,1室1厅,55.19,17.0,2021-03-18
北京,顺义,240.0,38555,2室1厅,62.25,6.0,2021-03-11
南京,建邺,285.0,37129,3室1厅,76.76,7.0,2021-03-24
北京,朝阳,1130.0,75059,3室1厅,150.55,20.0,2021-03-26
成都,成华,73.0,13189,1室1厅,55.35,22.0,2021-01-30
上海,青浦,363.0,29534,3室2厅,122.91,6.0,2021-01-31
南京,秦淮,290.0,42742,2室1厅,67.85,7.0,2020-05-28
苏州,昆山,49.0,10653,1室1厅,46.0,15.0,2021-03-09
上海,浦东,252.0,62500,1室1厅,40.32,6.0,2021-03-05
苏州,高新,277.0,28493,3室2厅,97.22,18.0,2020-04-06
南京,雨花台,210.0,24298,3室2厅,86.43,18.0,2021-03-28
北京,海淀,1350.0,125267,2室2厅,107.77,7.0,2021-03-23
上海,宝山,185.0,39581,1室1厅,46.74,6.0,2020-11-14
上海,普陀,385.0,52791,2室1厅,72.93,22.0,2021-03-28
苏州,工业园区,69.0,16047,2室1厅,43.0,9.0,2020-09-30
上海,宝山,540.0,41819,3室2厅,129.13,6.0,2021-03-02
苏州,吴中,540.0,20282,6室2厅,266.25,24.0,2021-01-31
苏州,吴中,70.8,16382,2室1厅,43.22,26.0,2020-07-22
上海,徐汇,487.0,99449,2室1厅,48.97,5.0,2021-03-13
成都,双流,134.5,16225,3室1厅,82.9,12.0,2021-03-13
上海,青浦,430.0,44330,2室2厅,97.0,16.0,2021-03-09
北京,大兴,273.0,32609,3室1厅,83.72,6.0,2021-03-18
苏州,姑苏,265.0,27553,3室1厅,96.18,22.0,2021-01-10
苏州,吴江,269.0,20853,4室2厅,129.0,34.0,2021-03-19
南京,鼓楼,720.0,75496,2室2厅,95.37,6.0,2021-02-04
苏州,工业园区,427.0,44139,2室1厅,96.74,21.0,2020-09-11
成都,金牛,58.5,10896,2室1厅,53.69,7.0,2021-03-15
成都,成华,150.0,17139,3室2厅,87.52,18.0,2021-03-31
上海,长宁,2100.0,142065,3室2厅,147.82,36.0,2021-03-23
北京,西城,725.0,87360,2室1厅,82.99,23.0,2021-03-11
上海,浦东,620.0,146850,1室1厅,42.22,6.0,2021-01-20
南京,鼓楼,260.0,50584,2室1厅,51.4,8.0,2021-03-01
苏州,姑苏,88.5,22148,1室1厅,39.96,6.0,2021-02-21
北京,东城,485.0,95005,2室1厅,51.05,5.0,2021-03-10
北京,通州,689.0,48477,3室1厅,142.13,6.0,2020-09-17
成都,高新,228.0,25430,3室2厅,89.66,33.0,2021-03-27
上海,浦东,628.0,89066,2室1厅,70.51,6.0,2021-01-31
北京,西城,488.0,120852,1室1厅,40.38,6.0,2021-03-22
苏州,姑苏,98.0,18318,2室1厅,53.5,19.0,2020-11-28
上海,宝山,235.0,46554,1室1厅,50.48,6.0,2021-03-20
成都,青白江,56.5,7202,2室2厅,78.46,6.0,2020-06-09
北京,朝阳,372.0,65218,2室2厅,57.04,6.0,2021-03-17
上海,徐汇,746.0,90130,2室1厅,82.77,6.0,2021-01-16
上海,徐汇,550.0,93427,2室1厅,58.87,14.0,2021-02-23
苏州,姑苏,206.0,22981,3室2厅,89.64,35.0,2020-10-24
北京,东城,608.0,104021,2室1厅,58.45,6.0,2021-03-09
北京,石景山,280.0,43438,2室1厅,64.46,14.0,2021-04-01
苏州,昆山,145.0,17258,2室2厅,84.02,6.0,2021-02-27
上海,长宁,385.0,53937,2室1厅,71.38,6.0,2021-03-24
南京,鼓楼,233.0,46526,3室1厅,50.08,6.0,2020-11-29
成都,成华,125.0,17968,2室2厅,69.57,23.0,2021-03-29
上海,浦东,888.0,61817,3室2厅,143.65,6.0,2021-03-05
成都,武侯,173.0,22257,2室1厅,77.73,15.0,2021-03-16
苏州,工业园区,210.0,21594,2室2厅,97.25,18.0,2021-03-06
南京,鼓楼,580.0,49153,3室2厅,118.0,6.0,2020-08-22
苏州,高新,215.0,29664,2室1厅,72.48,11.0,2020-11-01
南京,秦淮,286.0,37298,3室2厅,76.68,6.0,2021-03-18
成都,温江,166.0,12638,3室1厅,131.36,28.0,2021-03-17
苏州,吴中,188.0,22651,2室2厅,83.0,6.0,2021-03-17
苏州,吴江,183.0,20688,3室2厅,88.46,33.0,2021-02-20
苏州,高新,332.8,38253,2室2厅,87.0,33.0,2021-03-15
成都,高新,176.0,19872,2室1厅,88.57,31.0,2021-03-27
苏州,昆山,168.0,19091,2室2厅,88.0,32.0,2021-03-28
上海,杨浦,945.0,89532,2室2厅,105.55,8.0,2021-02-21
北京,东城,570.0,89977,1室1厅,63.35,27.0,2021-02-20
苏州,工业园区,314.0,23282,3室2厅,134.87,18.0,2020-12-15
上海,徐汇,1150.0,132124,2室2厅,87.04,24.0,2021-03-03
北京,丰台,486.0,60637,2室1厅,80.15,6.0,2021-03-22
南京,玄武,275.0,30934,2室2厅,88.9,6.0,2020-09-12
成都,武侯,182.0,21287,3室1厅,85.5,20.0,2021-03-16
上海,嘉定,335.0,36425,2室2厅,91.97,29.0,2021-03-15
成都,青羊,130.0,16002,2室2厅,81.24,21.0,2021-02-25
南京,雨花台,661.0,58019,3室2厅,113.93,26.0,2020-12-16
北京,朝阳,830.0,58443,3室1厅,142.02,21.0,2020-09-14
成都,青白江,80.0,7837,3室2厅,102.09,18.0,2021-03-26
南京,鼓楼,415.0,65324,2室1厅,63.53,7.0,2021-03-13
南京,鼓楼,240.0,48155,2室1厅,49.84,7.0,2021-03-24
苏州,姑苏,365.0,48147,3室1厅,75.81,4.0,2021-03-23
北京,昌平,264.0,37368,3室1厅,70.65,4.0,2021-03-23
苏州,高新,360.0,40409,2室2厅,89.09,26.0,2021-02-22
南京,建邺,490.0,53256,2室2厅,92.01,16.0,2021-02-28
上海,长宁,3299.0,143510,3室2厅,229.88,36.0,2020-08-27
成都,郫都,50.0,7139,2室1厅,70.04,6.0,2021-01-07
苏州,昆山,188.0,14329,3室2厅,131.21,5.0,2021-03-25
苏州,工业园区,509.0,41722,3室2厅,122.0,18.0,2021-03-15
苏州,吴中,266.0,24630,3室2厅,108.0,30.0,2021-04-01
成都,天府新区,179.0,23731,3室1厅,75.43,26.0,2019-09-11
苏州,姑苏,119.99,21163,2室1厅,56.7,6.0,2020-10-19
苏州,昆山,173.0,11764,4室2厅,147.06,7.0,2020-12-25
成都,青羊,131.8,15924,2室2厅,82.77,18.0,2021-03-28
成都,青羊,253.0,29664,2室2厅,85.29,33.0,2021-01-17
苏州,相城,216.0,18462,3室1厅,117.0,6.0,2020-11-29
北京,朝阳,385.0,43741,3室1厅,88.02,29.0,2021-03-21
上海,徐汇,468.0,67866,2室1厅,68.96,6.0,2021-03-30
北京,朝阳,770.0,86644,3室1厅,88.87,5.0,2021-03-10
成都,青羊,135.0,16815,2室2厅,80.29,19.0,2019-07-27
成都,青羊,160.0,19501,2室2厅,82.05,24.0,2021-03-28
上海,浦东,1520.0,109495,3室2厅,138.82,12.0,2020-09-25
苏州,昆山,265.0,19079,3室2厅,138.9,11.0,2019-12-20
成都,温江,85.0,8205,3室2厅,103.6,17.0,2020-06-28
成都,武侯,120.0,10529,3室2厅,113.98,7.0,2020-08-24
成都,温江,170.0,13205,3室2厅,128.74,33.0,2021-03-15
北京,朝阳,572.0,63394,2室1厅,90.23,12.0,2020-10-02
上海,浦东,305.0,101837,1室0厅,29.95,5.0,2021-03-22
苏州,相城,67.0,13008,1室1厅,51.51,25.0,2021-03-29
成都,高新,300.0,33404,3室2厅,89.81,33.0,2021-03-24
北京,丰台,420.0,62960,3室1厅,66.71,6.0,2021-04-01
苏州,吴中,281.0,29105,3室2厅,96.55,27.0,2020-05-24
上海,静安,348.0,68843,1室1厅,50.55,31.0,2020-12-08
南京,鼓楼,175.0,30756,2室1厅,56.9,6.0,2020-11-03
北京,房山,410.0,35566,3室2厅,115.28,12.0,2021-03-06
成都,青羊,187.0,15843,3室1厅,118.04,21.0,2020-10-29
南京,秦淮,317.0,59264,2室1厅,53.49,7.0,2020-11-29
北京,朝阳,350.0,81132,1室1厅,43.14,25.0,2020-12-14
上海,浦东,500.0,84403,2室2厅,59.24,5.0,2021-02-21
南京,浦口,142.0,17667,2室1厅,80.38,6.0,2020-06-21
苏州,吴中,182.0,26124,2室2厅,69.67,8.0,2021-03-31
上海,普陀,295.0,100204,1室1厅,29.44,25.0,2021-03-31
上海,闵行,172.0,37506,2室0厅,45.86,5.0,2021-03-27
南京,玄武,175.0,25308,2室1厅,69.15,7.0,2021-03-13
南京,江宁,220.0,20431,3室1厅,107.68,11.0,2021-03-05
上海,杨浦,1255.0,120465,2室2厅,104.18,11.0,2021-02-20
南京,江宁,225.0,21040,3室1厅,106.94,6.0,2021-03-06
南京,江宁,175.0,19887,3室2厅,88.0,33.0,2020-07-19
苏州,昆山,310.0,15347,4室2厅,202.0,11.0,2021-01-08
北京,顺义,354.0,44585,2室1厅,79.4,18.0,2021-03-17
上海,浦东,380.0,73644,2室1厅,51.6,6.0,2021-03-15
上海,宝山,284.0,35995,2室2厅,78.9,18.0,2021-03-13
上海,闵行,830.0,91149,2室2厅,91.06,11.0,2021-03-31
上海,浦东,800.0,116060,1室2厅,68.93,28.0,2021-02-28
成都,武侯,107.0,10191,3室1厅,105.0,7.0,2021-03-21
上海,普陀,419.0,59341,2室1厅,70.61,6.0,2021-03-14
成都,金牛,88.0,12027,2室2厅,73.17,18.0,2021-03-27
南京,浦口,150.0,21674,2室1厅,69.21,18.0,2021-02-21
成都,天府新区,299.9,22120,3室1厅,135.58,34.0,2021-03-26
上海,青浦,235.0,42366,1室1厅,55.47,18.0,2021-03-25
北京,朝阳,635.0,56255,3室1厅,112.88,29.0,2020-05-21
南京,江宁,242.0,35370,2室1厅,68.42,33.0,2021-02-22
成都,青羊,202.0,27206,2室2厅,74.25,31.0,2020-08-18
苏州,吴中,259.0,25242,3室2厅,102.61,27.0,2020-04-01
成都,高新,205.0,21758,3室2厅,94.22,37.0,2020-07-07
北京,朝阳,1290.0,92806,3室2厅,139.0,27.0,2021-03-17
苏州,相城,229.0,24106,4室2厅,95.0,34.0,2020-10-20
北京,朝阳,620.0,87782,3室1厅,70.63,18.0,2020-12-09
北京,房山,215.0,23844,3室1厅,90.17,15.0,2020-09-13
苏州,工业园区,645.0,62683,2室2厅,102.9,31.0,2021-02-25
南京,鼓楼,255.0,42822,2室2厅,59.55,5.0,2021-03-20
苏州,昆山,174.0,21607,2室1厅,80.53,22.0,2021-03-19
南京,秦淮,235.0,33039,2室1厅,71.13,28.0,2020-12-23
苏州,昆山,173.0,18021,3室1厅,96.0,28.0,2019-09-30
南京,浦口,282.0,24093,3室2厅,117.05,11.0,2020-11-21
上海,宝山,560.0,66890,2室2厅,83.72,14.0,2021-01-31
成都,成华,175.0,19683,2室2厅,88.91,18.0,2021-03-15
成都,高新,86.0,18455,1室1厅,46.6,26.0,2020-12-22
苏州,相城,160.0,17583,3室2厅,91.0,16.0,2021-03-07
苏州,工业园区,389.0,31470,3室2厅,123.61,33.0,2021-03-27
北京,西城,765.0,152088,2室1厅,50.3,6.0,2021-03-21
南京,浦口,320.0,25397,3室2厅,126.0,34.0,2020-12-18
南京,建邺,202.0,33428,2室1厅,60.43,6.0,2021-01-03
苏州,昆山,141.0,17894,3室2厅,78.8,6.0,2021-03-28
南京,江宁,350.0,35497,3室2厅,98.6,32.0,2021-02-22
南京,秦淮,545.0,39863,4室2厅,136.72,11.0,2021-03-15
成都,成华,163.0,21859,3室1厅,74.57,26.0,2021-03-16
南京,雨花台,296.0,39478,2室2厅,74.98,29.0,2021-03-03
成都,温江,50.0,6592,2室2厅,75.86,6.0,2021-03-18
上海,徐汇,490.0,118558,1室1厅,41.33,32.0,2021-02-25
成都,温江,112.0,13025,3室2厅,85.99,26.0,2021-03-14
成都,成华,130.0,12871,3室1厅,101.01,7.0,2021-04-01
南京,江宁,236.0,19652,3室2厅,120.09,11.0,2018-09-08
上海,奉贤,468.0,13773,4室2厅,339.8,1.0,2021-03-21
北京,昌平,426.0,53538,2室2厅,79.57,6.0,2021-03-14
成都,成华,121.8,19032,2室1厅,64.0,33.0,2021-01-30
成都,锦江,245.0,26929,3室1厅,90.98,30.0,2021-03-24
上海,浦东,860.0,67904,2室2厅,126.65,11.0,2021-03-15
成都,龙泉驿,80.0,11388,2室2厅,70.25,33.0,2021-03-07
成都,锦江,248.0,19692,3室1厅,125.94,12.0,2021-01-30
成都,成华,190.0,15693,3室1厅,121.08,11.0,2021-03-28
南京,建邺,145.0,30386,2室1厅,47.72,5.0,2021-03-13
上海,闵行,345.0,57974,1室1厅,59.51,6.0,2021-01-08
成都,温江,124.8,11126,3室1厅,112.17,33.0,2021-03-16
上海,奉贤,265.0,28686,2室2厅,92.38,5.0,2021-03-26
成都,新都,83.8,9055,2室2厅,92.55,16.0,2021-01-15
成都,郫都,117.0,16468,3室1厅,71.05,26.0,2021-01-28
上海,宝山,212.0,44213,1室1厅,47.95,6.0,2021-01-19
苏州,姑苏,385.0,32286,4室2厅,119.25,5.0,2020-03-15
成都,青羊,46.9,11018,1室0厅,42.57,14.0,2021-01-30
成都,新都,170.0,13867,3室2厅,122.6,33.0,2021-03-23
上海,浦东,138.0,25926,1室1厅,53.23,5.0,2020-10-09
苏州,姑苏,140.0,23334,2室1厅,60.0,5.0,2021-03-21
上海,嘉定,518.0,57800,2室2厅,89.62,18.0,2021-03-19
成都,青白江,58.5,7209,2室1厅,81.15,17.0,2021-03-30
上海,徐汇,865.0,85551,2室1厅,101.11,25.0,2021-03-21
南京,秦淮,460.0,65184,3室1厅,70.57,6.0,2020-07-18
北京,石景山,375.0,51007,2室1厅,73.52,12.0,2020-09-17
苏州,高新,145.0,22322,2室1厅,64.96,6.0,2020-09-15
成都,金牛,300.0,21083,4室2厅,142.3,27.0,2021-03-30
北京,朝阳,529.0,70440,2室1厅,75.1,12.0,2021-02-04
上海,闵行,915.0,74560,3室2厅,122.72,7.0,2021-02-24
北京,大兴,899.0,59435,3室2厅,151.26,5.0,2020-08-08
成都,青羊,213.0,24009,2室2厅,88.72,24.0,2020-08-11
成都,天府新区,337.0,24793,3室2厅,135.93,27.0,2021-03-06
上海,浦东,360.0,44810,2室2厅,80.34,14.0,2021-03-20
南京,秦淮,418.0,55756,3室1厅,74.97,7.0,2020-12-20
上海,闵行,3566.0,93793,6室4厅,380.2,3.0,2019-07-22
上海,金山,340.0,26908,3室2厅,126.36,8.0,2021-01-22
上海,长宁,375.0,83557,1室1厅,44.88,6.0,2021-03-18
成都,郫都,133.0,11935,3室2厅,111.44,26.0,2021-03-23
上海,长宁,1350.0,106974,2室2厅,126.2,18.0,2021-01-09
南京,江宁,405.0,30426,3室2厅,133.11,10.0,2021-02-22
上海,浦东,2500.0,121324,3室2厅,206.06,61.0,2021-03-29
南京,江宁,365.0,41137,3室2厅,88.73,33.0,2021-03-14
苏州,昆山,205.0,22356,3室1厅,91.7,33.0,2020-11-26
北京,朝阳,390.0,82944,2室1厅,47.02,6.0,2021-03-24
北京,海淀,620.0,150158,1室1厅,41.29,17.0,2021-03-22
南京,浦口,156.0,23023,2室1厅,67.76,18.0,2021-03-07
苏州,工业园区,430.0,44062,2室2厅,97.59,30.0,2021-03-07
成都,温江,125.0,14233,2室1厅,87.83,28.0,2021-03-16
北京,海淀,478.0,102796,1室1厅,46.5,16.0,2021-02-18
北京,通州,353.0,42327,2室1厅,83.4,10.0,2019-05-12
成都,高新,225.0,25946,3室1厅,86.72,33.0,2021-02-28
上海,徐汇,780.0,78314,2室2厅,99.6,7.0,2021-02-22
上海,普陀,775.0,111319,1室1厅,69.62,27.0,2021-01-21
上海,虹口,550.0,74215,2室1厅,74.11,35.0,2021-03-26
南京,建邺,580.0,48149,3室1厅,120.46,5.0,2021-01-24
上海,静安,202.0,46836,1室1厅,43.13,6.0,2021-03-06
上海,长宁,298.0,82480,1室1厅,36.13,6.0,2021-03-15
苏州,高新,235.0,29903,3室1厅,78.59,18.0,2021-03-10
苏州,姑苏,120.0,25696,2室1厅,46.7,6.0,2021-02-23
上海,浦东,880.0,73900,3室2厅,119.08,18.0,2021-01-10
苏州,高新,223.0,24109,2室2厅,92.5,6.0,2021-03-07
南京,江宁,180.0,12228,3室2厅,147.21,18.0,2021-03-08
成都,成华,155.0,16739,3室2厅,92.6,18.0,2021-03-25
南京,玄武,375.0,31780,3室2厅,118.0,11.0,2020-04-12
成都,天府新区,250.0,22211,4室2厅,112.56,34.0,2021-03-23
苏州,吴江,265.0,28458,3室2厅,93.12,34.0,2021-02-16
成都,成华,166.0,22134,3室2厅,75.0,28.0,2021-03-30
苏州,相城,218.0,24266,3室2厅,89.84,31.0,2019-09-13
北京,丰台,256.0,48013,2室1厅,53.32,6.0,2021-03-08
成都,双流,122.0,17897,2室1厅,68.17,18.0,2020-10-28
上海,徐汇,760.0,162567,2室1厅,46.75,5.0,2021-03-21
成都,武侯,140.0,16952,2室1厅,82.59,15.0,2020-09-19
南京,建邺,1305.0,58000,5室2厅,225.0,7.0,2021-03-22
北京,丰台,472.0,68525,1室1厅,68.88,17.0,2020-09-16
苏州,工业园区,188.0,23950,2室2厅,78.5,20.0,2021-03-25
北京,昌平,700.0,54688,3室1厅,128.0,6.0,2021-04-03
北京,海淀,998.0,94958,2室1厅,105.1,16.0,2021-03-16
苏州,姑苏,129.8,27618,2室1厅,47.0,6.0,2021-03-13
苏州,昆山,210.0,18261,3室1厅,115.0,34.0,2021-03-24
成都,龙泉驿,68.0,8108,2室1厅,83.87,7.0,2021-03-01
成都,金牛,160.0,18303,3室1厅,87.42,18.0,2021-03-05
苏州,昆山,215.0,23219,3室1厅,92.6,33.0,2021-03-10
上海,青浦,1930.0,62116,5室2厅,310.71,19.0,2020-09-07
成都,金牛,248.0,15656,4室3厅,158.41,6.0,2020-12-24
成都,武侯,240.0,32146,3室1厅,74.66,33.0,2021-02-18
成都,成华,118.0,13932,2室1厅,84.7,24.0,2021-03-30
苏州,昆山,153.0,14067,3室2厅,108.77,27.0,2021-03-15
苏州,高新,273.0,33293,2室2厅,82.0,18.0,2021-03-07
成都,金牛,142.0,14408,3室2厅,98.56,28.0,2019-01-12
上海,宝山,435.0,54704,3室1厅,79.52,6.0,2021-01-11
